cuda available: True
[INFO] loading the paired desmoke image dataset...
[INFO] paired desmoke image dataset loaded...
Epoch [1/1000], loss: 0.0482
Epoch [73/1000], loss: 0.0007
Epoch [74/1000], loss: 0.0007
Epoch [75/1000], loss: 0.0007
Epoch [76/1000], loss: 0.0007
Epoch [77/1000], loss: 0.0007
Epoch [78/1000], loss: 0.0007
Epoch [79/1000], loss: 0.0007
Epoch [80/1000], loss: 0.0007
Epoch [81/1000], loss: 0.0007
Epoch [82/1000], loss: 0.0006
Epoch [83/1000], loss: 0.0006
Epoch [84/1000], loss: 0.0006
Epoch [85/1000], loss: 0.0006
Epoch [86/1000], loss: 0.0006
Epoch [87/1000], loss: 0.0006
Epoch [88/1000], loss: 0.0006
Epoch [89/1000], loss: 0.0006
Epoch [90/1000], loss: 0.0006
Epoch [91/1000], loss: 0.0006
Epoch [92/1000], loss: 0.0006
Epoch [93/1000], loss: 0.0006
Epoch [94/1000], loss: 0.0006
Epoch [95/1000], loss: 0.0006
Epoch [96/1000], loss: 0.0006
Epoch [97/1000], loss: 0.0006
Epoch [98/1000], loss: 0.0006
Epoch [99/1000], loss: 0.0005
Epoch [100/1000], loss: 0.0005
Epoch [101/1000], loss: 0.0005
Epoch [102/1000], loss: 0.0005
Epoch [103/1000], loss: 0.0005
Epoch [104/1000], loss: 0.0005
Epoch [105/1000], loss: 0.0005
Epoch [106/1000], loss: 0.0005
Epoch [107/1000], loss: 0.0005
Epoch [108/1000], loss: 0.0005
Epoch [109/1000], loss: 0.0005
Epoch [110/1000], loss: 0.0005
Epoch [111/1000], loss: 0.0005
Epoch [112/1000], loss: 0.0005
Epoch [113/1000], loss: 0.0005
Epoch [114/1000], loss: 0.0005
Epoch [115/1000], loss: 0.0005
Epoch [116/1000], loss: 0.0005
Epoch [117/1000], loss: 0.0005
Epoch [118/1000], loss: 0.0005
Epoch [119/1000], loss: 0.0005
Epoch [120/1000], loss: 0.0005
Epoch [121/1000], loss: 0.0005
Epoch [122/1000], loss: 0.0005
Epoch [123/1000], loss: 0.0005
Epoch [124/1000], loss: 0.0004
Epoch [125/1000], loss: 0.0004
Epoch [126/1000], loss: 0.0004
Epoch [127/1000], loss: 0.0004
Epoch [128/1000], loss: 0.0004
Epoch [129/1000], loss: 0.0004
Epoch [130/1000], loss: 0.0004
Epoch [131/1000], loss: 0.0004
Epoch [132/1000], loss: 0.0004
Epoch [133/1000], loss: 0.0004
Epoch [134/1000], loss: 0.0004
Epoch [135/1000], loss: 0.0004
Epoch [136/1000], loss: 0.0004
Epoch [137/1000], loss: 0.0004
Epoch [138/1000], loss: 0.0004
Epoch [139/1000], loss: 0.0004
Epoch [140/1000], loss: 0.0004
Epoch [141/1000], loss: 0.0004
Epoch [142/1000], loss: 0.0004
Epoch [143/1000], loss: 0.0004
Epoch [144/1000], loss: 0.0004
Epoch [145/1000], loss: 0.0004
Epoch [146/1000], loss: 0.0004
Epoch [147/1000], loss: 0.0004
Epoch [148/1000], loss: 0.0004
Epoch [149/1000], loss: 0.0004
Epoch [150/1000], loss: 0.0004
Epoch [151/1000], loss: 0.0004
Epoch [152/1000], loss: 0.0004
Epoch [153/1000], loss: 0.0004
Epoch [154/1000], loss: 0.0004
Epoch [155/1000], loss: 0.0004
Epoch [156/1000], loss: 0.0004
Epoch [157/1000], loss: 0.0004
Epoch [158/1000], loss: 0.0004
Epoch [159/1000], loss: 0.0004
Epoch [160/1000], loss: 0.0004
Epoch [161/1000], loss: 0.0003
Epoch [162/1000], loss: 0.0003
Epoch [163/1000], loss: 0.0003
Epoch [164/1000], loss: 0.0003
Epoch [165/1000], loss: 0.0003
Epoch [166/1000], loss: 0.0003
Epoch [167/1000], loss: 0.0003
Epoch [168/1000], loss: 0.0003
Epoch [169/1000], loss: 0.0003
Epoch [170/1000], loss: 0.0003
Epoch [171/1000], loss: 0.0003
Epoch [172/1000], loss: 0.0003
Epoch [173/1000], loss: 0.0003
Epoch [174/1000], loss: 0.0003
Epoch [175/1000], loss: 0.0003
Epoch [176/1000], loss: 0.0003
Epoch [177/1000], loss: 0.0003
Epoch [178/1000], loss: 0.0003
Epoch [179/1000], loss: 0.0003
Epoch [180/1000], loss: 0.0003
Epoch [181/1000], loss: 0.0003
Epoch [182/1000], loss: 0.0003
Epoch [183/1000], loss: 0.0003
Epoch [184/1000], loss: 0.0003
Epoch [185/1000], loss: 0.0003
Epoch [186/1000], loss: 0.0003
Epoch [187/1000], loss: 0.0003
Epoch [188/1000], loss: 0.0003
Epoch [189/1000], loss: 0.0003
Epoch [190/1000], loss: 0.0003
Epoch [191/1000], loss: 0.0003
Epoch [192/1000], loss: 0.0003
Epoch [193/1000], loss: 0.0003
Epoch [194/1000], loss: 0.0003
Epoch [195/1000], loss: 0.0003
Epoch [196/1000], loss: 0.0003
Epoch [197/1000], loss: 0.0003
Epoch [198/1000], loss: 0.0003
Epoch [199/1000], loss: 0.0003
Epoch [200/1000], loss: 0.0003
Epoch [201/1000], loss: 0.0003
Epoch [202/1000], loss: 0.0003
Epoch [203/1000], loss: 0.0003
Epoch [204/1000], loss: 0.0003
Epoch [205/1000], loss: 0.0003
Epoch [206/1000], loss: 0.0003
Epoch [207/1000], loss: 0.0003
Epoch [208/1000], loss: 0.0003
Epoch [209/1000], loss: 0.0003
Epoch [210/1000], loss: 0.0003
Epoch [211/1000], loss: 0.0003
Epoch [212/1000], loss: 0.0003
Epoch [213/1000], loss: 0.0003
Epoch [214/1000], loss: 0.0003
Epoch [215/1000], loss: 0.0003
Epoch [216/1000], loss: 0.0003
Epoch [217/1000], loss: 0.0003
Epoch [218/1000], loss: 0.0003
Epoch [219/1000], loss: 0.0003
Epoch [220/1000], loss: 0.0003
Epoch [221/1000], loss: 0.0003
Epoch [222/1000], loss: 0.0003
Epoch [223/1000], loss: 0.0002
Epoch [224/1000], loss: 0.0003
Epoch [225/1000], loss: 0.0003
Epoch [226/1000], loss: 0.0002
Epoch [227/1000], loss: 0.0002
Epoch [228/1000], loss: 0.0002
Epoch [229/1000], loss: 0.0002
Epoch [230/1000], loss: 0.0002
Epoch [231/1000], loss: 0.0002
Epoch [232/1000], loss: 0.0002
Epoch [233/1000], loss: 0.0002
Epoch [234/1000], loss: 0.0002
Epoch [235/1000], loss: 0.0002
Epoch [236/1000], loss: 0.0002
Epoch [237/1000], loss: 0.0002
Epoch [238/1000], loss: 0.0002
Epoch [239/1000], loss: 0.0002
Epoch [240/1000], loss: 0.0002
Epoch [241/1000], loss: 0.0002
Epoch [242/1000], loss: 0.0002
Epoch [243/1000], loss: 0.0002
Epoch [244/1000], loss: 0.0002
Epoch [245/1000], loss: 0.0002
Epoch [246/1000], loss: 0.0002
Epoch [247/1000], loss: 0.0002
Epoch [248/1000], loss: 0.0002
Epoch [249/1000], loss: 0.0002
Epoch [250/1000], loss: 0.0002
Epoch [251/1000], loss: 0.0002
Epoch [252/1000], loss: 0.0002
Epoch [253/1000], loss: 0.0002
Epoch [254/1000], loss: 0.0002
Epoch [255/1000], loss: 0.0002
Epoch [256/1000], loss: 0.0002
Epoch [257/1000], loss: 0.0002
Epoch [258/1000], loss: 0.0002
Epoch [259/1000], loss: 0.0002
Epoch [260/1000], loss: 0.0002
Epoch [261/1000], loss: 0.0002
Epoch [262/1000], loss: 0.0002
Epoch [263/1000], loss: 0.0002
Epoch [264/1000], loss: 0.0002
Epoch [265/1000], loss: 0.0002
Epoch [266/1000], loss: 0.0002
Epoch [267/1000], loss: 0.0002
Epoch [268/1000], loss: 0.0002
Epoch [269/1000], loss: 0.0002
Epoch [270/1000], loss: 0.0002
Epoch [271/1000], loss: 0.0002
Epoch [272/1000], loss: 0.0002
Epoch [273/1000], loss: 0.0002
Epoch [274/1000], loss: 0.0002
Epoch [275/1000], loss: 0.0002
Epoch [276/1000], loss: 0.0002
Epoch [277/1000], loss: 0.0002
Epoch [278/1000], loss: 0.0002
Epoch [279/1000], loss: 0.0002
Epoch [280/1000], loss: 0.0002
Epoch [281/1000], loss: 0.0002
Epoch [282/1000], loss: 0.0002
Epoch [283/1000], loss: 0.0002
Epoch [284/1000], loss: 0.0002
Epoch [285/1000], loss: 0.0002
Epoch [286/1000], loss: 0.0002
Epoch [287/1000], loss: 0.0002
Epoch [288/1000], loss: 0.0002
Epoch [289/1000], loss: 0.0002
Epoch [290/1000], loss: 0.0002
Epoch [291/1000], loss: 0.0002
Epoch [292/1000], loss: 0.0002
Epoch [293/1000], loss: 0.0002
Epoch [294/1000], loss: 0.0002
Epoch [295/1000], loss: 0.0002
Epoch [296/1000], loss: 0.0002
Epoch [297/1000], loss: 0.0002
Epoch [298/1000], loss: 0.0002
Epoch [299/1000], loss: 0.0002
Epoch [300/1000], loss: 0.0002
Epoch [301/1000], loss: 0.0002
Epoch [302/1000], loss: 0.0002
Epoch [303/1000], loss: 0.0002
Epoch [304/1000], loss: 0.0002
Epoch [305/1000], loss: 0.0002
Epoch [306/1000], loss: 0.0002
Epoch [307/1000], loss: 0.0002
Epoch [308/1000], loss: 0.0002
Epoch [309/1000], loss: 0.0002
Epoch [310/1000], loss: 0.0002
Epoch [311/1000], loss: 0.0002
Epoch [312/1000], loss: 0.0002
Epoch [313/1000], loss: 0.0002
Epoch [314/1000], loss: 0.0002
Epoch [315/1000], loss: 0.0002
Epoch [316/1000], loss: 0.0002
Epoch [317/1000], loss: 0.0002
Epoch [318/1000], loss: 0.0002
Epoch [319/1000], loss: 0.0002
Epoch [320/1000], loss: 0.0002
Epoch [321/1000], loss: 0.0002
Epoch [322/1000], loss: 0.0002
Epoch [323/1000], loss: 0.0002
Epoch [324/1000], loss: 0.0002
Epoch [325/1000], loss: 0.0002
Epoch [326/1000], loss: 0.0002
Epoch [327/1000], loss: 0.0002
Epoch [328/1000], loss: 0.0002
Epoch [329/1000], loss: 0.0002
Epoch [330/1000], loss: 0.0002
Epoch [331/1000], loss: 0.0002
Epoch [332/1000], loss: 0.0002
Epoch [333/1000], loss: 0.0002
Epoch [334/1000], loss: 0.0002
Epoch [335/1000], loss: 0.0002
Epoch [336/1000], loss: 0.0002
Epoch [337/1000], loss: 0.0002
Epoch [338/1000], loss: 0.0002
Epoch [339/1000], loss: 0.0002
Epoch [340/1000], loss: 0.0002
Epoch [341/1000], loss: 0.0002
Epoch [342/1000], loss: 0.0002
Epoch [343/1000], loss: 0.0002
Epoch [344/1000], loss: 0.0002
Epoch [345/1000], loss: 0.0002
Epoch [346/1000], loss: 0.0002
Epoch [347/1000], loss: 0.0002
Epoch [348/1000], loss: 0.0002
Epoch [349/1000], loss: 0.0002
Epoch [350/1000], loss: 0.0002
Epoch [351/1000], loss: 0.0002
Epoch [352/1000], loss: 0.0002
Epoch [353/1000], loss: 0.0002
Epoch [354/1000], loss: 0.0002
Epoch [355/1000], loss: 0.0002
Epoch [356/1000], loss: 0.0002
Epoch [357/1000], loss: 0.0002
Epoch [358/1000], loss: 0.0002
Epoch [359/1000], loss: 0.0002
Epoch [360/1000], loss: 0.0002
Epoch [361/1000], loss: 0.0002
Epoch [362/1000], loss: 0.0002
Epoch [363/1000], loss: 0.0002
Epoch [364/1000], loss: 0.0002
Epoch [365/1000], loss: 0.0002
Epoch [366/1000], loss: 0.0002
Epoch [367/1000], loss: 0.0002
Epoch [368/1000], loss: 0.0002
Epoch [369/1000], loss: 0.0002
Epoch [370/1000], loss: 0.0002
Epoch [371/1000], loss: 0.0002
Epoch [372/1000], loss: 0.0002
Epoch [373/1000], loss: 0.0002
Epoch [374/1000], loss: 0.0002
Epoch [375/1000], loss: 0.0002
Epoch [376/1000], loss: 0.0002
Epoch [377/1000], loss: 0.0002
Epoch [378/1000], loss: 0.0002
Epoch [379/1000], loss: 0.0002
Epoch [380/1000], loss: 0.0002
Epoch [381/1000], loss: 0.0002
Epoch [382/1000], loss: 0.0002
Epoch [383/1000], loss: 0.0001
Epoch [384/1000], loss: 0.0002
Epoch [385/1000], loss: 0.0001
Epoch [386/1000], loss: 0.0002
Epoch [387/1000], loss: 0.0001
Epoch [388/1000], loss: 0.0001
Epoch [389/1000], loss: 0.0001
Epoch [390/1000], loss: 0.0002
Epoch [391/1000], loss: 0.0002
Epoch [392/1000], loss: 0.0001
Epoch [393/1000], loss: 0.0001
Epoch [394/1000], loss: 0.0001
Epoch [395/1000], loss: 0.0001
Epoch [396/1000], loss: 0.0001
Epoch [397/1000], loss: 0.0002
Epoch [398/1000], loss: 0.0001
Epoch [399/1000], loss: 0.0001
Epoch [400/1000], loss: 0.0001
Epoch [401/1000], loss: 0.0001
Epoch [402/1000], loss: 0.0001
Epoch [403/1000], loss: 0.0001
Epoch [404/1000], loss: 0.0001
Epoch [405/1000], loss: 0.0001
Epoch [406/1000], loss: 0.0001
Epoch [407/1000], loss: 0.0001
Epoch [408/1000], loss: 0.0001
Epoch [409/1000], loss: 0.0001
Epoch [410/1000], loss: 0.0001
Epoch [411/1000], loss: 0.0001
Epoch [412/1000], loss: 0.0002
Epoch [413/1000], loss: 0.0002
Epoch [414/1000], loss: 0.0002
Epoch [415/1000], loss: 0.0001
Epoch [416/1000], loss: 0.0001
Epoch [417/1000], loss: 0.0001
Epoch [418/1000], loss: 0.0001
Epoch [419/1000], loss: 0.0001
Epoch [420/1000], loss: 0.0001
Epoch [421/1000], loss: 0.0001
Epoch [422/1000], loss: 0.0002
Epoch [423/1000], loss: 0.0001
Epoch [424/1000], loss: 0.0001
Epoch [425/1000], loss: 0.0001
Epoch [426/1000], loss: 0.0001
Epoch [427/1000], loss: 0.0001
Epoch [428/1000], loss: 0.0001
Epoch [429/1000], loss: 0.0001
Epoch [430/1000], loss: 0.0001
Epoch [431/1000], loss: 0.0001
Epoch [432/1000], loss: 0.0001
Epoch [433/1000], loss: 0.0001
Epoch [434/1000], loss: 0.0001
Epoch [435/1000], loss: 0.0001
Epoch [436/1000], loss: 0.0001
Epoch [437/1000], loss: 0.0001
Epoch [438/1000], loss: 0.0001
Epoch [439/1000], loss: 0.0001
Epoch [440/1000], loss: 0.0001
Epoch [441/1000], loss: 0.0001
Epoch [442/1000], loss: 0.0001
Epoch [443/1000], loss: 0.0001
Epoch [444/1000], loss: 0.0001
Epoch [445/1000], loss: 0.0001
Epoch [446/1000], loss: 0.0001
Epoch [447/1000], loss: 0.0001
Epoch [448/1000], loss: 0.0001
Epoch [449/1000], loss: 0.0001
Epoch [450/1000], loss: 0.0001
Epoch [451/1000], loss: 0.0001
Epoch [452/1000], loss: 0.0001
Epoch [453/1000], loss: 0.0001
Epoch [454/1000], loss: 0.0001
Epoch [455/1000], loss: 0.0001
Epoch [456/1000], loss: 0.0001
Epoch [457/1000], loss: 0.0001
Epoch [458/1000], loss: 0.0001
Epoch [459/1000], loss: 0.0001
Epoch [460/1000], loss: 0.0001
Epoch [461/1000], loss: 0.0001
Epoch [462/1000], loss: 0.0001
Epoch [463/1000], loss: 0.0001
Epoch [464/1000], loss: 0.0001
Epoch [465/1000], loss: 0.0001
Epoch [466/1000], loss: 0.0001
Epoch [467/1000], loss: 0.0001
Epoch [468/1000], loss: 0.0001
Epoch [469/1000], loss: 0.0001
Epoch [470/1000], loss: 0.0001
Epoch [471/1000], loss: 0.0001
Epoch [472/1000], loss: 0.0001
Epoch [473/1000], loss: 0.0001
Epoch [474/1000], loss: 0.0001
Epoch [475/1000], loss: 0.0001
Epoch [476/1000], loss: 0.0001
Epoch [477/1000], loss: 0.0001
Epoch [478/1000], loss: 0.0001
Epoch [479/1000], loss: 0.0001
Epoch [480/1000], loss: 0.0001
Epoch [481/1000], loss: 0.0001
Epoch [482/1000], loss: 0.0001
Epoch [483/1000], loss: 0.0001
Epoch [484/1000], loss: 0.0001
Epoch [485/1000], loss: 0.0001
Epoch [486/1000], loss: 0.0001
Epoch [487/1000], loss: 0.0001
Epoch [488/1000], loss: 0.0001
Epoch [489/1000], loss: 0.0001
Epoch [490/1000], loss: 0.0001
Epoch [491/1000], loss: 0.0001
Epoch [492/1000], loss: 0.0001
Epoch [493/1000], loss: 0.0001
Epoch [494/1000], loss: 0.0001
Epoch [495/1000], loss: 0.0001
Epoch [496/1000], loss: 0.0001
Epoch [497/1000], loss: 0.0001
Epoch [498/1000], loss: 0.0001
Epoch [499/1000], loss: 0.0001
Epoch [500/1000], loss: 0.0001
Epoch [501/1000], loss: 0.0001
Epoch [502/1000], loss: 0.0001
Epoch [503/1000], loss: 0.0001
Epoch [504/1000], loss: 0.0001
Epoch [505/1000], loss: 0.0001
Epoch [506/1000], loss: 0.0001
Epoch [507/1000], loss: 0.0001
Epoch [508/1000], loss: 0.0001
Epoch [509/1000], loss: 0.0001
Epoch [510/1000], loss: 0.0001
Epoch [511/1000], loss: 0.0001
Epoch [512/1000], loss: 0.0001
Epoch [513/1000], loss: 0.0001
Epoch [514/1000], loss: 0.0001
Epoch [515/1000], loss: 0.0001
Epoch [516/1000], loss: 0.0001
Epoch [517/1000], loss: 0.0001
Epoch [518/1000], loss: 0.0001
Epoch [519/1000], loss: 0.0001
Epoch [520/1000], loss: 0.0001
Epoch [521/1000], loss: 0.0001
Epoch [522/1000], loss: 0.0001
Epoch [523/1000], loss: 0.0001
Epoch [524/1000], loss: 0.0001
Epoch [525/1000], loss: 0.0001
Epoch [526/1000], loss: 0.0001
Epoch [527/1000], loss: 0.0001
Epoch [528/1000], loss: 0.0001
Epoch [529/1000], loss: 0.0001
Epoch [530/1000], loss: 0.0001
Epoch [531/1000], loss: 0.0001
Epoch [532/1000], loss: 0.0001
Epoch [533/1000], loss: 0.0001
Epoch [534/1000], loss: 0.0001
Epoch [535/1000], loss: 0.0001
Epoch [536/1000], loss: 0.0001
Epoch [537/1000], loss: 0.0001
Epoch [538/1000], loss: 0.0001
Epoch [539/1000], loss: 0.0001
Epoch [540/1000], loss: 0.0001
Epoch [541/1000], loss: 0.0001
Epoch [542/1000], loss: 0.0001
Epoch [543/1000], loss: 0.0001
Epoch [544/1000], loss: 0.0001
Epoch [545/1000], loss: 0.0001
Epoch [546/1000], loss: 0.0001
Epoch [547/1000], loss: 0.0001
Epoch [548/1000], loss: 0.0001
Epoch [549/1000], loss: 0.0001
Epoch [550/1000], loss: 0.0001
Epoch [551/1000], loss: 0.0001
Epoch [552/1000], loss: 0.0001
Epoch [553/1000], loss: 0.0001
Epoch [554/1000], loss: 0.0001
Epoch [555/1000], loss: 0.0001
Epoch [556/1000], loss: 0.0001
Epoch [557/1000], loss: 0.0001
Epoch [558/1000], loss: 0.0001
Epoch [559/1000], loss: 0.0001
Epoch [560/1000], loss: 0.0001
Epoch [561/1000], loss: 0.0001
Epoch [562/1000], loss: 0.0001
Epoch [563/1000], loss: 0.0001
Epoch [564/1000], loss: 0.0001
Epoch [565/1000], loss: 0.0001
Epoch [566/1000], loss: 0.0001
Epoch [567/1000], loss: 0.0001
Epoch [568/1000], loss: 0.0001
Epoch [569/1000], loss: 0.0001
Epoch [570/1000], loss: 0.0001
Epoch [571/1000], loss: 0.0001
Epoch [572/1000], loss: 0.0001
Epoch [573/1000], loss: 0.0001
Epoch [574/1000], loss: 0.0001
Epoch [575/1000], loss: 0.0001
Epoch [576/1000], loss: 0.0001
Epoch [577/1000], loss: 0.0001
Epoch [578/1000], loss: 0.0001
Epoch [579/1000], loss: 0.0001
Epoch [580/1000], loss: 0.0001
Epoch [581/1000], loss: 0.0001
Epoch [582/1000], loss: 0.0001
Epoch [583/1000], loss: 0.0001
Epoch [584/1000], loss: 0.0001
Epoch [585/1000], loss: 0.0001
Epoch [586/1000], loss: 0.0001
Epoch [587/1000], loss: 0.0001
Epoch [588/1000], loss: 0.0001
Epoch [589/1000], loss: 0.0001
Epoch [590/1000], loss: 0.0001
Epoch [591/1000], loss: 0.0001
Epoch [592/1000], loss: 0.0001
Epoch [593/1000], loss: 0.0001
Epoch [594/1000], loss: 0.0001
Epoch [595/1000], loss: 0.0001
Epoch [596/1000], loss: 0.0001
Epoch [597/1000], loss: 0.0001
Epoch [598/1000], loss: 0.0001
Epoch [599/1000], loss: 0.0001
Epoch [600/1000], loss: 0.0001
Epoch [601/1000], loss: 0.0001
Epoch [602/1000], loss: 0.0001
Epoch [603/1000], loss: 0.0001
Epoch [604/1000], loss: 0.0001
Epoch [605/1000], loss: 0.0001
Epoch [606/1000], loss: 0.0001
Epoch [607/1000], loss: 0.0001
Epoch [608/1000], loss: 0.0001
Epoch [609/1000], loss: 0.0001
Epoch [610/1000], loss: 0.0001
Epoch [611/1000], loss: 0.0001
Epoch [612/1000], loss: 0.0001
Epoch [613/1000], loss: 0.0001
Epoch [614/1000], loss: 0.0001
Epoch [615/1000], loss: 0.0001
Epoch [616/1000], loss: 0.0001
Epoch [617/1000], loss: 0.0001
Epoch [618/1000], loss: 0.0001
Epoch [619/1000], loss: 0.0001
Epoch [620/1000], loss: 0.0001
Epoch [621/1000], loss: 0.0001
Epoch [622/1000], loss: 0.0001
Epoch [623/1000], loss: 0.0001
Epoch [624/1000], loss: 0.0001
Epoch [625/1000], loss: 0.0001
Epoch [626/1000], loss: 0.0001
Epoch [627/1000], loss: 0.0001
Epoch [628/1000], loss: 0.0001
Epoch [629/1000], loss: 0.0001
Epoch [630/1000], loss: 0.0001
Epoch [631/1000], loss: 0.0001
Epoch [632/1000], loss: 0.0001
Epoch [633/1000], loss: 0.0001
Epoch [634/1000], loss: 0.0001
Epoch [635/1000], loss: 0.0001
Epoch [636/1000], loss: 0.0001
Epoch [637/1000], loss: 0.0001
Epoch [638/1000], loss: 0.0001
Epoch [639/1000], loss: 0.0001
Epoch [640/1000], loss: 0.0001
Epoch [641/1000], loss: 0.0001
Epoch [642/1000], loss: 0.0001
Epoch [643/1000], loss: 0.0001
Epoch [644/1000], loss: 0.0001
Epoch [645/1000], loss: 0.0001
Epoch [646/1000], loss: 0.0001
Epoch [647/1000], loss: 0.0001
Epoch [648/1000], loss: 0.0001
Epoch [649/1000], loss: 0.0001
Epoch [650/1000], loss: 0.0001
Epoch [651/1000], loss: 0.0001
Epoch [652/1000], loss: 0.0001
Epoch [653/1000], loss: 0.0001
Epoch [654/1000], loss: 0.0001
Epoch [655/1000], loss: 0.0001
Epoch [656/1000], loss: 0.0001
Epoch [657/1000], loss: 0.0001
Epoch [658/1000], loss: 0.0001
Epoch [659/1000], loss: 0.0001
Epoch [660/1000], loss: 0.0001
Epoch [661/1000], loss: 0.0001
Epoch [662/1000], loss: 0.0001
Epoch [663/1000], loss: 0.0001
Epoch [664/1000], loss: 0.0001
Epoch [665/1000], loss: 0.0001
Epoch [666/1000], loss: 0.0001
Epoch [667/1000], loss: 0.0001
Epoch [668/1000], loss: 0.0001
Epoch [669/1000], loss: 0.0001
Epoch [670/1000], loss: 0.0001
Epoch [671/1000], loss: 0.0001
Epoch [672/1000], loss: 0.0001
Epoch [673/1000], loss: 0.0001
Epoch [674/1000], loss: 0.0001
Epoch [675/1000], loss: 0.0001
Epoch [676/1000], loss: 0.0001
Epoch [677/1000], loss: 0.0001
Epoch [678/1000], loss: 0.0001
Epoch [679/1000], loss: 0.0001
Epoch [680/1000], loss: 0.0001
Epoch [681/1000], loss: 0.0001
Epoch [682/1000], loss: 0.0001
Epoch [683/1000], loss: 0.0001
Epoch [684/1000], loss: 0.0001
Epoch [685/1000], loss: 0.0001
Epoch [686/1000], loss: 0.0001
Epoch [687/1000], loss: 0.0001
Epoch [688/1000], loss: 0.0001
Epoch [689/1000], loss: 0.0001
Epoch [690/1000], loss: 0.0001
Epoch [691/1000], loss: 0.0001
Epoch [692/1000], loss: 0.0001
Epoch [693/1000], loss: 0.0001
Epoch [694/1000], loss: 0.0001
Epoch [695/1000], loss: 0.0001
Epoch [696/1000], loss: 0.0001
Epoch [697/1000], loss: 0.0001
Epoch [698/1000], loss: 0.0001
Epoch [699/1000], loss: 0.0001
Epoch [700/1000], loss: 0.0001
Epoch [701/1000], loss: 0.0001
Epoch [702/1000], loss: 0.0001
Epoch [703/1000], loss: 0.0001
Epoch [704/1000], loss: 0.0001
Epoch [705/1000], loss: 0.0001
Epoch [706/1000], loss: 0.0001
Epoch [707/1000], loss: 0.0001
Epoch [708/1000], loss: 0.0001
Epoch [709/1000], loss: 0.0001
Epoch [710/1000], loss: 0.0001
Epoch [711/1000], loss: 0.0001
Epoch [712/1000], loss: 0.0001
Epoch [713/1000], loss: 0.0001
Epoch [714/1000], loss: 0.0001
Epoch [715/1000], loss: 0.0001
Epoch [716/1000], loss: 0.0001
Epoch [717/1000], loss: 0.0001
Epoch [718/1000], loss: 0.0001
Epoch [719/1000], loss: 0.0001
Epoch [720/1000], loss: 0.0001
Epoch [721/1000], loss: 0.0001
Epoch [722/1000], loss: 0.0001
Epoch [723/1000], loss: 0.0001
Epoch [724/1000], loss: 0.0001
Epoch [725/1000], loss: 0.0001
Epoch [726/1000], loss: 0.0001
Epoch [727/1000], loss: 0.0001
Epoch [728/1000], loss: 0.0001
Epoch [729/1000], loss: 0.0001
Epoch [730/1000], loss: 0.0001
